,0
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,0
1073,0
1074,1
1075,1
1076,1
1077,1
1078,0
1079,0
1080,1
1081,0
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0
1088,0
1089,1
1090,0
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,0
1100,1
1101,0
1102,1
1103,1
1104,1
1105,1
1106,0
1107,0
1108,0
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,0
1116,1
1117,0
1118,1
1119,1
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,0
1127,0
1128,1
1129,1
1130,0
1131,1
1132,0
1133,0
1134,0
1135,1
1136,1
1137,1
1138,1
1139,1
1140,0
1141,1
1142,0
1143,0
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,0
1160,0
1161,0
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,0
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,0
1180,0
1181,0
1182,1
1183,1
1184,0
1185,1
1186,0
1187,1
1188,1
1189,1
1190,0
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,1
1204,1
1205,0
1206,1
1207,0
1208,0
1209,1
1210,1
1211,1
1212,1
1213,1
1214,0
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,0
1228,0
1229,0
1230,0
1231,1
1232,1
1233,1
1234,0
1235,1
1236,1
1237,1
1238,0
1239,0
1240,1
1241,0
1242,0
1243,0
1244,1
1245,0
1246,1
1247,0
1248,0
1249,1
1250,1
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,1
1258,1
1259,1
1260,1
1261,1
1262,0
1263,1
1264,1
1265,0
1266,1
1267,1
1268,0
1269,0
1270,0
1271,1
1272,1
1273,1
1274,0
1275,0
1276,1
1277,1
1278,0
1279,1
1280,1
1281,0
1282,1
1283,0
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,0
1292,1
1293,0
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,0
1301,1
1302,1
1303,0
1304,0
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,0
1315,1
1316,0
1317,0
1318,1
1319,1
1320,1
1321,1
1322,0
1323,1
1324,1
1325,0
1326,1
1327,1
1328,1
1329,0
1330,0
1331,1
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,1
1339,1
1340,0
1341,1
1342,1
1343,1
1344,0
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,0
1353,0
1354,1
1355,1
1356,1
1357,0
1358,0
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,1
1366,1
1367,0
1368,1
1369,1
1370,1
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,1
1378,1
1379,1
1380,1
1381,0
1382,1
1383,1
1384,1
1385,0
1386,1
1387,1
1388,1
1389,0
1390,1
1391,1
1392,1
1393,1
1394,0
1395,1
1396,0
1397,0
1398,0
1399,1
1400,1
1401,1
1402,1
1403,0
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,1
1415,1
1416,1
1417,0
1418,1
1419,0
1420,0
1421,0
1422,1
1423,0
1424,0
1425,1
1426,1
1427,1
1428,0
1429,0
1430,1
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,1
1438,1
1439,1
1440,1
1441,0
1442,1
1443,1
1444,1
1445,0
1446,1
1447,0
1448,1
1449,0
1450,0
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,0
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,0
1476,1
1477,0
1478,0
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,0
1486,1
1487,0
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,0
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,0
1508,1
1509,0
1510,1
1511,0
1512,1
1513,1
1514,0
1515,1
1516,0
1517,1
1518,0
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,0
1529,1
1530,0
1531,1
1532,1
1533,0
1534,1
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,0
1554,0
1555,1
1556,1
1557,1
1558,0
1559,0
1560,1
1561,1
1562,0
1563,0
1564,0
1565,1
1566,0
1567,0
1568,1
1569,0
1570,1
1571,1
1572,1
1573,0
1574,1
1575,1
1576,1
1577,0
1578,1
1579,0
1580,0
1581,0
1582,1
1583,0
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,0
1592,1
1593,1
1594,0
1595,1
1596,1
1597,1
1598,1
1599,0
1600,1
1601,1
1602,1
1603,1
1604,0
1605,1
1606,0
1607,0
1608,0
1609,1
1610,1
1611,1
1612,1
1613,1
1614,0
1615,1
1616,0
1617,0
1618,1
1619,0
1620,1
1621,0
1622,1
1623,0
1624,1
1625,0
1626,1
1627,0
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,0
1641,0
1642,0
1643,0
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,0
1652,1
1653,1
1654,0
1655,0
1656,1
1657,1
1658,0
1659,1
1660,1
1661,1
1662,1
1663,1
1664,0
1665,1
1666,1
1667,1
1668,0
1669,0
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,1
1687,1
1688,1
1689,1
1690,0
1691,0
1692,1
1693,0
1694,1
1695,0
1696,1
1697,1
1698,0
1699,1
1700,1
1701,1
1702,1
1703,1
1704,0
1705,0
1706,1
1707,1
1708,1
1709,1
1710,0
1711,1
1712,1
1713,1
1714,1
1715,1
1716,0
1717,0
1718,1
1719,1
1720,0
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,0
1729,0
1730,0
1731,1
1732,1
1733,1
1734,0
1735,1
1736,1
1737,1
1738,0
1739,1
1740,0
1741,1
1742,1
1743,1
1744,0
1745,1
1746,0
1747,0
1748,0
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,0
1757,0
1758,0
1759,1
1760,1
1761,0
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,0
1769,1
1770,1
1771,0
1772,1
1773,1
1774,0
1775,0
1776,0
1777,1
1778,1
1779,1
1780,1
1781,0
1782,1
1783,0
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,1
1791,0
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,0
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,0
1807,0
1808,1
1809,1
1810,0
1811,1
1812,1
1813,1
1814,0
1815,1
1816,0
1817,1
1818,0
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,0
1826,1
1827,0
1828,0
1829,1
1830,1
1831,0
1832,1
1833,0
1834,1
1835,1
1836,0
1837,1
1838,1
1839,1
1840,1
1841,1
1842,0
1843,0
1844,0
1845,1
1846,1
1847,1
1848,0
1849,1
1850,0
1851,0
1852,0
1853,1
1854,1
1855,0
1856,0
1857,1
1858,0
1859,1
1860,1
1861,0
1862,0
1863,1
1864,1
1865,1
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,0
1878,1
1879,1
1880,1
1881,0
1882,1
1883,1
1884,0
1885,1
1886,1
1887,1
1888,1
1889,0
1890,1
1891,1
1892,0
1893,1
1894,0
1895,1
1896,0
1897,0
1898,1
1899,0
1900,1
1901,0
1902,1
1903,1
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,1
1911,0
1912,0
1913,1
1914,0
1915,0
1916,1
1917,1
1918,0
1919,0
1920,0
1921,0
1922,1
1923,0
1924,0
1925,1
1926,1
1927,0
1928,1
1929,0
1930,0
1931,0
1932,1
1933,1
1934,0
1935,0
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,0
1946,1
1947,1
1948,0
1949,1
1950,1
1951,0
1952,1
1953,0
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,0
1969,1
1970,0
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,0
1988,1
1989,0
1990,1
1991,0
1992,0
1993,1
1994,1
1995,1
1996,1
1997,1
1998,0
1999,1
2000,0
2001,1
2002,1
2003,1
2004,1
2005,0
2006,0
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,1
2020,0
2021,1
2022,1
2023,0
2024,1
2025,1
2026,1
2027,1
2028,1
2029,0
2030,0
2031,1
2032,1
2033,1
2034,1
2035,1
2036,0
2037,0
2038,1
2039,1
2040,0
2041,0
2042,0
2043,1
2044,1
2045,1
2046,1
2047,1
2048,1
2049,0
2050,1
2051,0
2052,1
2053,1
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,1
2062,1
2063,0
2064,0
2065,0
2066,1
2067,1
2068,1
2069,0
2070,0
2071,1
2072,0
2073,1
2074,1
2075,1
2076,0
2077,1
2078,1
2079,1
2080,1
2081,0
2082,1
2083,1
2084,1
2085,1
2086,1
2087,0
2088,1
2089,0
2090,0
2091,0
2092,1
2093,0
2094,0
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,0
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,0
2111,0
2112,1
2113,0
2114,1
2115,1
2116,0
2117,1
2118,1
2119,1
2120,1
2121,1
2122,0
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,0
2131,1
2132,1
2133,0
2134,0
2135,0
2136,1
2137,1
2138,1
2139,1
2140,0
2141,0
2142,0
2143,1
2144,0
2145,1
2146,0
2147,1
2148,0
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,0
2158,1
2159,1
2160,0
2161,0
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,0
2169,0
2170,1
2171,1
2172,1
2173,0
2174,0
2175,0
2176,1
2177,0
2178,1
2179,1
2180,1
2181,0
2182,0
2183,1
2184,1
2185,0
2186,1
2187,1
2188,0
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,0
2196,1
2197,0
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,0
2205,0
2206,1
2207,1
2208,1
2209,1
2210,1
2211,0
2212,0
2213,1
2214,0
2215,0
2216,0
2217,1
2218,1
2219,0
2220,0
2221,0
2222,0
2223,1
2224,0
2225,0
2226,0
2227,0
2228,1
2229,0
2230,0
2231,0
2232,1
2233,0
2234,1
2235,0
2236,1
2237,1
2238,0
2239,1
2240,0
2241,1
2242,0
2243,1
2244,1
2245,0
2246,0
2247,1
2248,1
2249,1
2250,0
2251,0
2252,1
2253,1
2254,0
2255,1
2256,0
2257,1
2258,0
2259,1
2260,1
2261,0
2262,0
2263,0
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2272,0
2273,0
2274,1
2275,0
2276,1
2277,0
2278,1
2279,0
2280,1
2281,1
2282,0
2283,1
2284,1
2285,1
2286,1
2287,0
2288,1
2289,1
2290,0
2291,0
2292,1
2293,1
2294,1
2295,0
2296,1
2297,0
2298,0
2299,1
2300,1
2301,1
2302,0
2303,1
2304,1
2305,1
2306,0
2307,1
2308,1
2309,1
2310,0
2311,1
2312,0
2313,1
2314,1
2315,0
2316,0
2317,1
2318,1
2319,1
2320,1
2321,0
2322,1
2323,1
2324,1
2325,1
2326,0
2327,1
2328,0
2329,1
2330,1
2331,1
2332,0
2333,1
2334,0
2335,0
2336,0
2337,1
2338,1
2339,0
2340,1
2341,0
2342,1
2343,1
2344,0
2345,1
2346,1
2347,0
2348,1
2349,1
2350,1
2351,0
2352,1
2353,0
2354,0
2355,0
2356,1
2357,0
2358,0
2359,1
2360,0
2361,1
2362,1
2363,1
2364,0
2365,1
2366,1
2367,0
2368,0
2369,0
2370,1
2371,1
2372,0
2373,1
2374,1
2375,1
2376,0
2377,1
2378,1
2379,1
2380,1
2381,0
2382,1
2383,1
2384,0
2385,1
2386,1
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,1
2394,1
2395,1
2396,0
2397,1
2398,1
2399,1
2400,0
2401,0
2402,0
2403,1
2404,1
2405,1
2406,0
2407,0
2408,0
2409,0
2410,1
2411,0
2412,0
2413,0
2414,1
2415,1
2416,1
2417,1
2418,1
2419,0
2420,1
2421,0
2422,1
2423,1
2424,0
2425,1
2426,1
2427,0
2428,1
2429,0
2430,1
2431,0
2432,1
2433,1
2434,0
2435,1
2436,1
2437,0
2438,1
2439,0
2440,0
2441,0
2442,0
2443,1
2444,0
2445,1
2446,1
2447,0
2448,1
2449,0
2450,1
2451,1
2452,1
2453,0
2454,1
2455,0
2456,0
2457,0
2458,0
2459,1
2460,1
2461,1
2462,1
2463,1
2464,0
2465,0
2466,1
2467,1
2468,0
2469,1
2470,1
2471,1
2472,0
2473,1
2474,0
2475,1
2476,1
2477,1
2478,0
2479,1
2480,0
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,0
2488,0
2489,0
2490,1
2491,1
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,0
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,0
2506,0
2507,1
2508,0
2509,1
2510,1
2511,1
2512,1
2513,1
2514,0
2515,0
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,0
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,0
2532,0
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,0
2541,0
2542,1
2543,1
2544,1
2545,0
2546,0
2547,0
2548,1
2549,1
2550,0
2551,1
2552,1
2553,1
2554,1
2555,0
2556,1
2557,1
2558,0
2559,1
2560,1
2561,1
2562,1
2563,1
2564,0
2565,1
2566,1
2567,0
2568,1
2569,0
2570,1
2571,1
2572,1
2573,1
2574,1
2575,1
2576,1
2577,1
2578,0
2579,1
2580,0
2581,1
2582,0
2583,1
2584,0
2585,1
2586,1
2587,0
2588,1
2589,1
2590,1
2591,0
2592,1
2593,1
2594,1
2595,1
2596,0
2597,0
2598,1
2599,0
2600,1
2601,1
2602,1
2603,0
2604,1
2605,1
2606,1
2607,0
2608,1
2609,0
2610,0
2611,1
2612,1
2613,1
2614,1
2615,1
2616,0
2617,1
2618,0
2619,0
2620,1
2621,1
2622,0
2623,1
2624,1
2625,1
2626,0
2627,1
2628,0
2629,0
2630,0
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,0
2638,0
2639,1
2640,1
2641,1
2642,1
2643,1
2644,0
2645,1
2646,1
2647,1
2648,0
2649,0
2650,1
2651,0
2652,1
2653,0
2654,0
2655,1
2656,1
2657,1
2658,1
2659,0
2660,1
2661,1
2662,1
2663,1
2664,0
2665,1
2666,0
2667,0
2668,1
2669,1
2670,0
2671,1
2672,1
2673,1
2674,1
2675,1
2676,1
2677,1
2678,0
2679,1
2680,0
2681,0
2682,1
2683,1
2684,0
2685,1
2686,1
2687,0
2688,1
2689,0
2690,0
2691,1
2692,1
2693,0
2694,1
2695,1
2696,1
2697,1
2698,0
2699,0
2700,1
2701,1
2702,1
2703,1
2704,1
2705,1
2706,1
2707,0
2708,1
2709,0
2710,1
2711,0
2712,1
2713,0
2714,0
2715,1
2716,1
2717,0
2718,1
2719,1
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,1
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,0
2735,0
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,0
2745,1
2746,1
2747,1
2748,1
2749,0
2750,1
2751,1
2752,0
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,0
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,0
2770,1
2771,0
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,0
2779,1
2780,0
2781,1
2782,1
2783,0
2784,0
2785,1
2786,0
2787,1
2788,0
2789,1
2790,1
2791,0
2792,1
2793,1
2794,0
2795,1
2796,1
2797,1
2798,0
2799,1
2800,0
2801,1
2802,1
2803,0
2804,1
2805,1
2806,0
2807,1
2808,0
2809,1
2810,1
2811,1
2812,1
2813,1
2814,1
2815,1
2816,0
2817,1
2818,0
2819,1
2820,1
2821,0
2822,1
2823,0
2824,0
2825,1
2826,1
2827,1
2828,0
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,1
2837,1
2838,1
2839,0
2840,0
2841,0
2842,1
2843,1
2844,0
2845,1
2846,1
2847,0
2848,1
2849,0
2850,1
2851,1
2852,0
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,0
2866,1
2867,0
2868,1
2869,0
2870,1
2871,1
2872,1
2873,1
2874,0
2875,1
2876,1
2877,1
2878,1
2879,1
2880,0
2881,1
2882,1
2883,1
2884,1
2885,0
2886,0
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,0
2898,1
2899,1
2900,1
2901,1
2902,0
2903,1
2904,1
2905,1
2906,0
2907,1
2908,1
2909,1
2910,1
2911,1
2912,0
2913,1
2914,0
2915,0
2916,1
2917,1
2918,1
2919,0
2920,1
2921,1
2922,1
2923,0
2924,1
2925,1
2926,0
2927,1
2928,0
2929,1
2930,0
2931,1
2932,1
2933,1
2934,1
2935,1
2936,0
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,1
2944,1
2945,0
2946,1
2947,1
2948,1
2949,1
2950,1
2951,0
2952,1
2953,1
2954,1
2955,0
2956,0
2957,0
2958,1
2959,1
2960,0
2961,1
2962,1
2963,1
2964,1
2965,1
2966,0
2967,1
2968,1
2969,1
2970,1
2971,1
2972,0
2973,1
2974,0
2975,1
2976,0
2977,1
2978,1
2979,1
2980,0
2981,1
2982,1
2983,1
2984,0
2985,1
2986,0
2987,1
2988,0
2989,0
2990,1
2991,1
2992,0
2993,1
2994,0
2995,1
2996,0
2997,1
