ID,Response
51591,1
51592,0
51593,0
51594,0
51595,1
51596,0
51597,0
51598,1
51599,1
51600,1
51601,1
51602,0
51603,0
51604,1
51605,1
51606,1
51607,0
51608,1
51609,1
51610,0
51611,1
51612,0
51613,0
51614,1
51615,0
51616,1
51617,1
51618,1
51619,1
51620,1
51621,1
51622,0
51623,0
51624,0
51625,1
51626,0
51627,1
51628,1
51629,1
51630,0
51631,0
51632,0
51633,0
51634,0
51635,0
51636,0
51637,0
51638,0
51639,0
51640,0
51641,1
51642,1
51643,1
51644,0
51645,0
51646,1
51647,0
51648,0
51649,0
51650,0
51651,0
51652,0
51653,1
51654,0
51655,0
51656,1
51657,0
51658,1
51659,0
51660,1
51661,1
51662,0
51663,0
51664,0
51665,0
51666,0
51667,0
51668,1
51669,1
51670,1
51671,0
51672,0
51673,0
51674,0
51675,0
51676,0
51677,1
51678,1
51679,0
51680,0
51681,0
51682,0
51683,1
51684,1
51685,1
51686,0
51687,1
51688,0
51689,1
51690,0
51691,1
51692,1
51693,1
51694,1
51695,0
51696,0
51697,0
51698,0
51699,0
51700,0
51701,1
51702,0
51703,1
51704,1
51705,0
51706,1
51707,0
51708,0
51709,1
51710,0
51711,0
51712,0
51713,0
51714,0
51715,1
51716,0
51717,0
51718,0
51719,1
51720,0
51721,0
51722,0
51723,0
51724,0
51725,0
51726,1
51727,0
51728,1
51729,0
51730,0
51731,0
51732,0
51733,0
51734,1
51735,1
51736,0
51737,1
51738,0
51739,1
51740,0
51741,0
51742,1
51743,1
51744,1
51745,0
51746,0
51747,1
51748,1
51749,1
51750,1
51751,1
51752,0
51753,1
51754,0
51755,0
51756,0
51757,0
51758,0
51759,1
51760,0
51761,1
51762,1
51763,0
51764,1
51765,1
51766,1
51767,0
51768,1
51769,0
51770,1
51771,0
51772,0
51773,0
51774,0
51775,0
51776,0
51777,1
51778,0
51779,0
51780,0
51781,0
51782,0
51783,1
51784,0
51785,1
51786,1
51787,0
51788,1
51789,1
51790,0
51791,0
51792,0
51793,1
51794,0
51795,0
51796,1
51797,0
51798,1
51799,1
51800,0
51801,1
51802,1
51803,1
51804,1
51805,0
51806,0
51807,0
51808,1
51809,1
51810,0
51811,1
51812,0
51813,0
51814,0
51815,0
51816,1
51817,1
51818,0
51819,1
51820,1
51821,1
51822,0
51823,0
51824,0
51825,0
51826,1
51827,1
51828,1
51829,0
51830,1
51831,0
51832,0
51833,0
51834,1
51835,0
51836,0
51837,1
51838,0
51839,1
51840,0
51841,0
51842,0
51843,0
51844,1
51845,1
51846,0
51847,0
51848,1
51849,0
51850,1
51851,1
51852,0
51853,1
51854,0
51855,0
51856,1
51857,0
51858,1
51859,0
51860,0
51861,1
51862,1
51863,0
51864,0
51865,0
51866,1
51867,0
51868,0
51869,1
51870,0
51871,0
51872,0
51873,0
51874,1
51875,0
51876,1
51877,0
51878,0
51879,0
51880,0
51881,0
51882,1
51883,1
51884,0
51885,0
51886,0
51887,0
51888,0
51889,0
51890,0
51891,1
51892,0
51893,1
51894,1
51895,0
51896,0
51897,1
51898,0
51899,0
51900,1
51901,1
51902,0
51903,1
51904,0
51905,0
51906,0
51907,0
51908,1
51909,0
51910,0
51911,1
51912,0
51913,1
51914,0
51915,1
51916,1
51917,0
51918,0
51919,1
51920,1
51921,0
51922,1
51923,0
51924,1
51925,0
51926,0
51927,0
51928,0
51929,0
51930,1
51931,0
51932,1
51933,1
51934,1
51935,1
51936,0
51937,1
51938,0
51939,1
51940,0
51941,0
51942,0
51943,0
51944,1
51945,1
51946,1
51947,1
51948,1
51949,0
51950,1
51951,1
51952,0
51953,1
51954,1
51955,0
51956,0
51957,1
51958,1
51959,0
51960,1
51961,0
51962,0
51963,1
51964,0
51965,1
51966,0
51967,0
51968,1
51969,1
51970,0
51971,0
51972,1
51973,0
51974,1
51975,1
51976,1
51977,1
51978,1
51979,1
51980,0
51981,1
51982,0
51983,1
51984,0
51985,1
51986,0
51987,0
51988,0
51989,0
51990,0
51991,0
51992,0
51993,1
51994,1
51995,1
51996,0
51997,1
51998,0
51999,0
52000,0
52001,0
52002,1
52003,0
52004,0
52005,0
52006,1
52007,1
52008,0
52009,0
52010,0
52011,0
52012,1
52013,0
52014,1
52015,0
52016,0
52017,0
52018,1
52019,0
52020,1
52021,0
52022,0
52023,0
52024,1
52025,0
52026,0
52027,0
52028,1
52029,0
52030,1
52031,1
52032,1
52033,0
52034,1
52035,1
52036,1
52037,0
52038,1
52039,0
52040,1
52041,1
52042,0
52043,0
52044,0
52045,1
52046,1
52047,1
52048,1
52049,1
52050,1
52051,0
52052,1
52053,0
52054,1
52055,0
52056,1
52057,1
52058,1
52059,1
52060,0
52061,0
52062,0
52063,0
52064,0
52065,1
52066,1
52067,0
52068,1
52069,0
52070,0
52071,0
52072,1
52073,0
52074,1
52075,1
52076,1
52077,1
52078,0
52079,1
52080,0
52081,1
52082,1
52083,0
52084,0
52085,1
52086,0
52087,0
52088,0
52089,1
52090,0
52091,0
52092,0
52093,1
52094,0
52095,0
52096,1
52097,0
52098,1
52099,0
52100,1
52101,0
52102,1
52103,1
52104,1
52105,1
52106,0
52107,0
52108,1
52109,0
52110,0
52111,0
52112,0
52113,0
52114,1
52115,0
52116,1
52117,0
52118,0
52119,1
52120,1
52121,0
52122,0
52123,0
52124,0
52125,0
52126,0
52127,0
52128,0
52129,1
52130,0
52131,0
52132,1
52133,1
52134,0
52135,0
52136,0
52137,1
52138,0
52139,0
52140,1
52141,1
52142,0
52143,1
52144,1
52145,0
52146,0
52147,1
52148,0
52149,1
52150,0
52151,0
52152,0
52153,0
52154,1
52155,1
52156,0
52157,0
52158,0
52159,1
52160,1
52161,0
52162,0
52163,1
52164,0
52165,1
52166,0
52167,1
52168,0
52169,0
52170,0
52171,0
52172,1
52173,1
52174,0
52175,1
52176,0
52177,0
52178,1
52179,1
52180,1
52181,1
52182,0
52183,0
52184,1
52185,0
52186,0
52187,0
52188,1
52189,0
52190,1
52191,0
52192,1
52193,0
52194,1
52195,0
52196,1
52197,0
52198,0
52199,0
52200,0
52201,0
52202,1
52203,1
52204,0
52205,0
52206,0
52207,1
52208,0
52209,1
52210,0
52211,1
52212,0
52213,0
52214,1
52215,1
52216,0
52217,0
52218,0
52219,0
52220,0
52221,1
52222,1
52223,0
52224,1
52225,1
52226,1
52227,0
52228,0
52229,1
52230,0
52231,1
52232,0
52233,0
52234,0
52235,0
52236,0
52237,0
52238,1
52239,1
52240,0
52241,0
52242,0
52243,0
52244,1
52245,0
52246,0
52247,0
52248,0
52249,1
52250,0
52251,0
52252,1
52253,0
52254,0
52255,0
52256,0
52257,0
52258,0
52259,0
52260,1
52261,0
52262,0
52263,0
52264,0
52265,1
52266,0
52267,1
52268,0
52269,1
52270,1
52271,1
52272,0
52273,0
52274,0
52275,0
52276,1
52277,0
52278,0
52279,0
52280,0
52281,0
52282,0
52283,1
52284,0
52285,0
52286,0
52287,1
52288,0
52289,0
52290,0
52291,1
52292,0
52293,1
52294,0
52295,0
52296,0
52297,0
52298,0
52299,1
52300,0
52301,0
52302,0
52303,0
52304,0
52305,1
52306,0
52307,0
52308,1
52309,0
52310,0
52311,0
52312,0
52313,0
52314,0
52315,0
52316,0
52317,0
52318,0
52319,0
52320,0
52321,0
52322,1
52323,0
52324,0
52325,0
52326,0
52327,1
52328,0
52329,1
52330,0
52331,1
52332,0
52333,0
52334,1
52335,1
52336,1
52337,1
52338,1
52339,0
52340,1
52341,0
52342,0
52343,0
52344,1
52345,0
52346,1
52347,1
52348,1
52349,0
52350,0
52351,1
52352,0
52353,0
52354,1
52355,0
52356,1
52357,1
52358,0
52359,1
52360,0
52361,0
52362,1
52363,1
52364,1
52365,1
52366,1
52367,1
52368,0
52369,1
52370,0
52371,1
52372,1
52373,0
52374,1
52375,0
52376,1
52377,1
52378,0
52379,1
52380,1
52381,0
52382,1
52383,0
52384,1
52385,0
52386,1
52387,1
52388,1
52389,0
52390,0
52391,1
52392,0
52393,1
52394,0
52395,0
52396,1
52397,0
52398,0
52399,0
52400,1
52401,0
52402,1
52403,1
52404,1
52405,1
52406,0
52407,1
52408,1
52409,0
52410,1
52411,0
52412,1
52413,0
52414,1
52415,0
52416,0
52417,1
52418,1
52419,0
52420,1
52421,0
52422,0
52423,1
52424,1
52425,0
52426,1
52427,1
52428,1
52429,1
52430,1
52431,0
52432,1
52433,1
52434,0
52435,0
52436,0
52437,0
52438,1
52439,1
52440,1
52441,0
52442,0
52443,1
52444,0
52445,0
52446,0
52447,0
52448,0
52449,0
52450,0
52451,1
52452,0
52453,0
52454,1
52455,1
52456,0
52457,1
52458,1
52459,1
52460,0
52461,0
52462,0
52463,0
52464,0
52465,0
52466,0
52467,1
52468,0
52469,1
52470,1
52471,1
52472,0
52473,1
52474,0
52475,1
52476,1
52477,0
52478,1
52479,0
52480,0
52481,1
52482,0
52483,1
52484,1
52485,1
52486,0
52487,0
52488,1
52489,0
52490,0
52491,0
52492,1
52493,1
52494,0
52495,0
52496,1
52497,0
52498,0
52499,0
52500,0
52501,0
52502,0
52503,0
52504,0
52505,0
52506,0
52507,1
52508,0
52509,1
52510,0
52511,1
52512,1
52513,1
52514,0
52515,1
52516,1
52517,0
52518,1
52519,1
52520,1
52521,0
52522,0
52523,0
52524,0
52525,0
52526,0
52527,1
52528,0
52529,0
52530,1
52531,0
52532,1
52533,1
52534,0
52535,1
52536,0
52537,0
52538,0
52539,0
52540,1
52541,0
52542,1
52543,1
52544,1
52545,0
52546,1
52547,0
52548,1
52549,1
52550,1
52551,0
52552,0
52553,1
52554,1
52555,0
52556,1
52557,1
52558,1
52559,1
52560,0
52561,0
52562,0
52563,0
52564,1
52565,0
52566,1
52567,1
52568,0
52569,0
52570,1
52571,0
52572,1
52573,0
52574,0
52575,0
52576,0
52577,0
52578,0
52579,0
52580,0
52581,0
52582,0
52583,0
52584,1
52585,1
52586,1
52587,0
52588,0
52589,0
52590,1
52591,1
52592,0
52593,0
52594,1
52595,0
52596,1
52597,1
52598,1
52599,0
52600,0
52601,0
52602,1
52603,0
52604,0
52605,1
52606,0
52607,1
52608,1
52609,0
52610,1
52611,0
52612,0
52613,0
52614,1
52615,0
52616,1
52617,0
52618,1
52619,0
52620,1
52621,0
52622,1
52623,0
52624,1
52625,1
52626,1
52627,0
52628,1
52629,0
52630,0
52631,0
52632,1
52633,0
52634,0
52635,0
52636,1
52637,1
52638,0
52639,0
52640,0
52641,0
52642,0
52643,1
52644,0
52645,1
52646,0
52647,1
52648,1
52649,0
52650,0
52651,0
52652,1
52653,1
52654,0
52655,0
52656,0
52657,0
52658,0
52659,0
52660,0
52661,1
52662,1
52663,1
52664,0
52665,1
52666,0
52667,0
52668,1
52669,0
52670,0
52671,0
52672,0
52673,0
52674,0
52675,0
52676,1
52677,1
52678,0
52679,0
52680,0
52681,0
52682,1
52683,0
52684,0
52685,1
52686,0
52687,0
52688,1
52689,0
52690,0
52691,1
52692,0
52693,0
52694,1
52695,0
52696,1
52697,0
52698,0
52699,0
52700,1
52701,0
52702,0
52703,1
52704,1
52705,0
52706,0
52707,0
52708,0
52709,0
52710,0
52711,0
52712,0
52713,0
52714,0
52715,1
52716,0
52717,0
52718,1
52719,0
52720,0
52721,1
52722,0
52723,1
52724,0
52725,0
52726,0
52727,0
52728,0
52729,0
52730,0
52731,0
52732,1
52733,0
52734,0
52735,0
52736,1
52737,1
52738,0
52739,0
52740,0
52741,0
52742,1
52743,1
52744,0
52745,0
52746,1
52747,1
52748,1
52749,0
52750,0
52751,1
52752,0
52753,1
52754,1
52755,0
52756,0
52757,1
52758,1
52759,1
52760,0
52761,1
52762,1
52763,1
52764,0
52765,1
52766,0
52767,0
52768,1
52769,1
52770,0
52771,1
52772,0
52773,0
52774,0
52775,0
52776,0
52777,0
52778,0
52779,0
52780,0
52781,1
52782,0
52783,1
52784,0
52785,1
52786,1
52787,1
52788,0
52789,1
52790,0
52791,0
52792,0
52793,0
52794,0
52795,0
52796,1
52797,0
52798,0
52799,0
52800,1
52801,0
52802,0
52803,0
52804,0
52805,0
52806,0
52807,0
52808,0
52809,1
52810,0
52811,0
52812,0
52813,0
52814,0
52815,1
52816,1
52817,0
52818,0
52819,1
52820,0
52821,1
52822,1
52823,0
52824,1
52825,0
52826,1
52827,1
52828,0
52829,1
52830,0
52831,0
52832,0
52833,1
52834,0
52835,1
52836,0
52837,0
52838,1
52839,1
52840,0
52841,0
52842,0
52843,1
52844,0
52845,1
52846,0
52847,1
52848,0
52849,0
52850,0
52851,0
52852,1
52853,0
52854,1
52855,1
52856,1
52857,1
52858,0
52859,0
52860,0
52861,1
52862,1
52863,1
52864,1
52865,0
52866,1
52867,1
52868,0
52869,0
52870,0
52871,1
52872,0
52873,0
52874,0
52875,0
52876,0
52877,1
52878,1
52879,0
52880,1
52881,0
52882,1
52883,0
52884,1
52885,1
52886,0
52887,1
52888,0
52889,0
52890,0
52891,1
52892,1
52893,1
52894,1
52895,1
52896,1
52897,0
52898,0
52899,1
52900,1
52901,0
52902,1
52903,0
52904,1
52905,1
52906,0
52907,1
52908,0
52909,0
52910,0
52911,0
52912,0
52913,0
52914,0
52915,1
52916,1
52917,1
52918,1
52919,0
52920,0
52921,1
52922,0
52923,0
52924,0
52925,0
52926,1
52927,0
52928,0
52929,1
52930,1
52931,1
52932,0
52933,0
52934,0
52935,1
52936,0
52937,0
52938,0
52939,0
52940,0
52941,0
52942,0
52943,1
52944,0
52945,1
52946,0
52947,0
52948,0
52949,1
52950,1
52951,0
52952,0
52953,0
52954,1
52955,0
52956,0
52957,1
52958,1
52959,0
52960,0
52961,1
52962,1
52963,0
52964,0
52965,1
52966,1
52967,0
52968,1
52969,0
52970,0
52971,0
52972,0
52973,0
52974,0
52975,1
52976,0
52977,0
52978,0
52979,1
52980,1
52981,1
52982,1
52983,1
52984,0
52985,1
52986,1
52987,1
52988,1
52989,1
52990,1
52991,1
52992,1
52993,0
52994,0
52995,0
52996,0
52997,1
52998,0
52999,0
53000,0
53001,1
53002,1
53003,1
53004,0
53005,0
53006,1
53007,1
53008,1
53009,0
53010,1
53011,0
53012,1
53013,0
53014,1
53015,1
53016,0
53017,0
53018,0
53019,0
53020,1
53021,0
53022,1
53023,0
53024,0
53025,0
53026,0
53027,0
53028,1
53029,0
53030,0
53031,0
53032,0
53033,0
53034,0
53035,1
53036,1
53037,0
53038,1
53039,1
53040,0
53041,0
53042,0
53043,0
53044,0
53045,0
53046,1
53047,1
53048,1
53049,1
53050,1
53051,0
53052,0
53053,1
53054,1
53055,0
53056,0
53057,0
53058,0
53059,0
53060,0
53061,1
53062,1
53063,0
53064,0
53065,0
53066,1
53067,0
53068,0
53069,1
53070,1
53071,0
53072,1
53073,0
53074,0
53075,1
53076,0
53077,1
53078,0
53079,0
53080,0
53081,1
53082,0
53083,1
53084,1
53085,1
53086,1
53087,0
53088,0
53089,1
53090,1
53091,1
53092,1
53093,1
53094,0
53095,0
53096,0
53097,0
53098,0
53099,0
53100,0
53101,0
53102,0
53103,0
53104,0
53105,0
53106,1
53107,0
53108,0
53109,0
53110,0
53111,0
53112,0
53113,0
53114,0
53115,0
53116,0
53117,0
53118,0
53119,1
53120,1
53121,0
53122,1
53123,0
53124,0
53125,0
53126,0
53127,0
53128,0
53129,0
53130,1
53131,1
53132,0
53133,0
53134,0
53135,1
53136,1
53137,0
53138,1
53139,0
53140,1
53141,0
53142,0
53143,1
53144,0
53145,0
53146,0
53147,1
53148,0
53149,0
53150,1
53151,0
53152,1
53153,1
53154,0
53155,0
53156,0
53157,0
53158,0
53159,1
53160,0
53161,1
53162,0
53163,1
53164,0
53165,0
53166,1
53167,1
53168,1
53169,0
53170,0
53171,1
53172,1
53173,0
53174,0
53175,0
53176,0
53177,1
53178,0
53179,1
53180,0
53181,0
53182,0
53183,1
53184,1
53185,0
53186,1
53187,1
53188,0
53189,0
53190,0
53191,1
53192,1
53193,0
53194,0
53195,0
53196,1
53197,1
53198,0
53199,0
53200,0
53201,1
53202,1
53203,0
53204,0
53205,1
53206,0
53207,0
53208,1
53209,0
53210,1
53211,0
53212,1
53213,1
53214,1
53215,0
53216,1
53217,0
53218,0
53219,0
53220,1
53221,1
53222,0
53223,1
53224,0
53225,1
53226,1
53227,0
53228,0
53229,1
53230,0
53231,1
53232,0
53233,0
53234,0
53235,1
53236,0
53237,0
53238,0
53239,1
53240,0
53241,0
53242,0
53243,0
53244,1
53245,1
53246,1
53247,0
53248,0
53249,1
53250,0
53251,0
53252,0
53253,1
53254,0
53255,0
53256,0
53257,0
53258,1
53259,0
53260,0
53261,1
53262,0
53263,0
53264,0
53265,1
53266,0
53267,0
53268,1
53269,0
53270,0
53271,0
53272,0
53273,0
53274,0
53275,0
53276,0
53277,1
53278,1
53279,0
53280,0
53281,0
53282,1
53283,0
53284,0
53285,0
53286,1
53287,1
53288,1
53289,0
53290,0
53291,0
53292,0
53293,1
53294,0
53295,0
53296,0
53297,0
53298,0
53299,1
53300,1
53301,1
53302,0
53303,0
53304,0
53305,1
53306,1
53307,0
53308,0
53309,0
53310,0
53311,1
53312,0
53313,1
53314,0
53315,1
53316,0
53317,0
53318,0
53319,1
53320,0
53321,1
53322,0
53323,0
53324,0
53325,0
53326,1
53327,0
53328,0
53329,0
53330,0
53331,1
53332,0
53333,1
53334,1
53335,1
53336,0
53337,0
53338,0
53339,0
53340,0
53341,0
53342,1
53343,1
53344,1
53345,0
53346,1
53347,0
53348,0
53349,0
53350,1
53351,0
53352,0
53353,1
53354,1
53355,0
53356,1
53357,0
53358,1
53359,1
53360,1
53361,0
53362,1
53363,0
53364,0
53365,1
53366,1
53367,1
53368,1
53369,1
53370,0
53371,0
53372,0
53373,1
53374,1
53375,1
53376,1
53377,0
53378,0
53379,1
53380,1
53381,0
53382,1
53383,0
53384,0
53385,1
53386,0
53387,0
53388,0
53389,0
53390,0
53391,0
53392,1
53393,1
53394,0
53395,1
53396,1
53397,0
53398,0
53399,1
53400,1
53401,1
53402,1
53403,1
53404,0
53405,0
53406,0
53407,1
53408,0
53409,0
53410,1
53411,0
53412,1
53413,1
53414,0
53415,0
53416,1
53417,1
53418,1
53419,0
53420,1
53421,0
53422,0
53423,0
53424,0
53425,1
53426,1
53427,1
53428,0
53429,0
53430,0
53431,1
53432,0
53433,0
53434,0
53435,1
53436,1
53437,0
53438,0
53439,0
53440,0
53441,0
53442,0
53443,1
53444,1
53445,0
53446,0
53447,0
53448,1
53449,1
53450,0
53451,1
53452,0
53453,0
53454,1
53455,0
53456,1
53457,1
53458,0
53459,1
53460,0
53461,0
53462,0
53463,0
53464,1
53465,0
53466,1
53467,0
53468,1
53469,1
53470,0
53471,0
53472,1
53473,1
53474,0
53475,1
53476,1
53477,1
53478,1
53479,0
53480,0
53481,1
53482,0
53483,1
53484,0
53485,1
53486,0
53487,1
53488,1
53489,0
53490,0
53491,1
53492,0
53493,0
53494,0
53495,1
53496,0
53497,1
53498,1
53499,0
53500,1
53501,0
53502,0
53503,0
53504,1
53505,0
53506,1
53507,0
53508,1
53509,0
53510,1
53511,0
53512,0
53513,0
53514,1
53515,1
53516,1
53517,0
53518,0
53519,0
53520,0
53521,0
53522,1
53523,0
53524,1
53525,1
53526,0
53527,0
53528,1
53529,1
53530,1
53531,0
53532,0
53533,1
53534,0
53535,1
53536,0
53537,0
53538,1
53539,1
53540,1
53541,1
53542,0
53543,1
53544,1
53545,1
53546,0
53547,0
53548,0
53549,0
53550,0
53551,1
53552,0
53553,0
53554,0
53555,0
53556,0
53557,1
53558,1
53559,0
53560,0
53561,0
53562,1
53563,0
53564,0
53565,1
53566,1
53567,0
53568,1
53569,1
53570,0
53571,1
53572,0
53573,0
53574,0
53575,1
53576,0
53577,0
53578,0
53579,1
53580,0
53581,0
53582,0
53583,0
53584,0
53585,0
53586,1
53587,1
53588,1
53589,0
53590,0
53591,1
53592,0
53593,0
53594,0
53595,1
53596,0
53597,0
53598,1
53599,1
53600,0
53601,1
53602,1
53603,0
53604,1
53605,1
53606,1
53607,1
53608,0
53609,0
53610,0
53611,1
53612,1
53613,1
53614,1
53615,1
53616,1
53617,0
53618,0
53619,0
53620,1
53621,0
53622,1
53623,1
53624,1
53625,1
53626,0
53627,0
53628,1
53629,1
53630,1
53631,1
53632,0
53633,1
53634,1
53635,0
53636,0
53637,1
53638,1
53639,0
53640,0
53641,0
53642,1
53643,0
53644,0
53645,0
53646,0
53647,0
53648,0
53649,0
53650,1
53651,1
53652,0
53653,1
53654,0
53655,1
53656,0
53657,0
53658,0
53659,1
53660,1
53661,0
53662,0
53663,0
53664,1
53665,1
53666,0
53667,0
53668,1
53669,0
53670,1
53671,0
53672,0
53673,0
53674,0
53675,0
53676,1
53677,0
53678,1
53679,1
